,fpr,tpr,threshold
0,0.0,0.0,2.0
1,0.0,0.21951219512195122,1.0
2,0.0,0.24390243902439024,0.9999999
3,0.0,0.25203252032520324,0.9999998
4,0.0,0.2682926829268293,0.99999976
5,0.0,0.3252032520325203,0.9999981
6,0.0,0.34146341463414637,0.9999976
7,0.0,0.3902439024390244,0.9999944
8,1.4068852966417647e-05,0.3902439024390244,0.99999356
9,1.4068852966417647e-05,0.5691056910569106,0.99349105
10,4.2206558899252944e-05,0.5691056910569106,0.9858988
11,4.2206558899252944e-05,0.5853658536585366,0.9785991
12,5.627541186567059e-05,0.5853658536585366,0.9769277
13,5.627541186567059e-05,0.6260162601626016,0.8851103
14,7.034426483208824e-05,0.6260162601626016,0.8426427
15,7.034426483208824e-05,0.6422764227642277,0.7955054
16,0.00018289508856342943,0.7398373983739838,0.75613785
17,0.00018289508856342943,0.7886178861788617,0.05707869
18,0.00019696394152984707,0.7886178861788617,0.018574864
19,0.00019696394152984707,0.7967479674796748,0.01211074
20,1.0,1.0,0.0
