,fpr,tpr,threshold
0,0.0,0.0,2.0
1,0.0,0.11382113821138211,1.0
2,0.0,0.14634146341463414,0.9999999
3,0.0,0.15447154471544716,0.9999998
4,0.0,0.17886178861788618,0.99999976
5,0.0,0.18699186991869918,0.9999997
6,0.0,0.2032520325203252,0.99999964
7,0.0,0.21138211382113822,0.99999905
8,0.0,0.22764227642276422,0.9999987
9,0.0,0.24390243902439024,0.9999982
10,0.0,0.2601626016260163,0.99999774
11,0.0,0.4146341463414634,0.9998893
12,1.4068852966417647e-05,0.4146341463414634,0.99987304
13,1.4068852966417647e-05,0.45528455284552843,0.99966586
14,2.8137705932835295e-05,0.45528455284552843,0.9995662
15,2.8137705932835295e-05,0.5203252032520326,0.99672556
16,4.2206558899252944e-05,0.5203252032520326,0.9963826
17,4.2206558899252944e-05,0.6341463414634146,0.93394005
18,5.627541186567059e-05,0.6341463414634146,0.87178123
19,5.627541186567059e-05,0.6422764227642277,0.86739343
20,7.034426483208824e-05,0.6422764227642277,0.8630148
21,7.034426483208824e-05,0.6747967479674797,0.8192803
22,0.00015475738263059412,0.7967479674796748,0.8143382
23,0.00016882623559701177,0.7967479674796748,0.8001641
24,0.00016882623559701177,0.8048780487804879,0.79937905
25,0.00019696394152984707,0.8048780487804879,0.006032467
26,1.0,1.0,0.0
