,fpr,tpr,threshold
0,0.0,0.0,2.0
1,0.0,0.06504065040650407,1.0
2,0.0,0.13008130081300814,0.9997307
3,0.0,0.14634146341463414,0.99961585
4,0.0,0.42276422764227645,0.97532725
5,1.4068852966417647e-05,0.42276422764227645,0.97227216
6,1.4068852966417647e-05,0.4878048780487805,0.94219536
7,2.8137705932835295e-05,0.4878048780487805,0.94205606
8,2.8137705932835295e-05,0.5203252032520326,0.9105449
9,4.2206558899252944e-05,0.5203252032520326,0.91003245
10,4.2206558899252944e-05,0.5691056910569106,0.8777882
11,5.627541186567059e-05,0.5691056910569106,0.8758142
12,5.627541186567059e-05,0.5772357723577236,0.8704715
13,7.034426483208824e-05,0.5772357723577236,0.8680202
14,7.034426483208824e-05,0.6666666666666666,0.76190114
15,0.00015475738263059412,0.7804878048780488,0.7599301
16,0.00015475738263059412,0.7886178861788617,0.71615565
17,0.00019696394152984707,0.7886178861788617,0.50238127
18,0.00019696394152984707,0.8211382113821138,0.008957922
19,0.00028137705932835297,0.8211382113821138,2.9921532e-05
20,0.00028137705932835297,0.8292682926829268,1.21593475e-05
21,0.00030951476526118823,0.8292682926829268,6.854534e-07
22,1.0,1.0,0.0
