,fpr,tpr,threshold
0,0.0,0.0,2.0
1,1.4068852966417647e-05,0.3089430894308943,1.0
2,1.4068852966417647e-05,0.3252032520325203,0.9999999
3,1.4068852966417647e-05,0.34146341463414637,0.9999997
4,1.4068852966417647e-05,0.3821138211382114,0.9999979
5,2.8137705932835295e-05,0.3821138211382114,0.9999957
6,2.8137705932835295e-05,0.42276422764227645,0.99997807
7,2.8137705932835295e-05,0.43902439024390244,0.9999776
8,2.8137705932835295e-05,0.4796747967479675,0.9991601
9,4.2206558899252944e-05,0.4796747967479675,0.99881035
10,4.2206558899252944e-05,0.5203252032520326,0.9937018
11,5.627541186567059e-05,0.5203252032520326,0.992607
12,5.627541186567059e-05,0.5934959349593496,0.87974656
13,7.034426483208824e-05,0.5934959349593496,0.87128425
14,7.034426483208824e-05,0.6504065040650406,0.7416972
15,0.00014068852966417648,0.7317073170731707,0.73786455
16,0.00015475738263059412,0.7317073170731707,0.73624504
17,0.00015475738263059412,0.7479674796747967,0.40501487
18,0.00016882623559701177,0.7479674796747967,0.0020941794
19,0.00016882623559701177,0.7723577235772358,8.940697e-08
20,1.0,1.0,0.0
