,iterations,auroc,auprc
0,100.0,0.8942363112062303,0.8391816776704226
1,200.0,0.9023778877893451,0.8507403350083841
2,300.0,0.9064274298253048,0.8531633072503733
3,400.0,0.8983155922809809,0.853318243721316
4,500.0,0.9023660493642879,0.8474052075648015
5,600.0,0.8942557559623627,0.8536936206301688
6,700.0,0.8942424305853661,0.8410922649968375
7,800.0,0.8779925050759393,0.8325600401574229
8,900.0,0.8861094325711333,0.8330557839671617
