,fpr,tpr,threshold
0,0.0,0.0,2.0
1,1.4068852966417647e-05,0.21138211382113822,1.0
2,1.4068852966417647e-05,0.22764227642276422,0.9999999
3,1.4068852966417647e-05,0.25203252032520324,0.9999995
4,2.8137705932835295e-05,0.25203252032520324,0.99999905
5,2.8137705932835295e-05,0.5284552845528455,0.99642706
6,4.2206558899252944e-05,0.5284552845528455,0.993734
7,4.2206558899252944e-05,0.5528455284552846,0.9928695
8,5.627541186567059e-05,0.5528455284552846,0.9924214
9,5.627541186567059e-05,0.5691056910569106,0.9886589
10,7.034426483208824e-05,0.5691056910569106,0.9880649
11,7.034426483208824e-05,0.6747967479674797,0.9293686
12,8.441311779850589e-05,0.6747967479674797,0.924723
13,8.441311779850589e-05,0.7235772357723578,0.76992816
14,9.848197076492353e-05,0.7235772357723578,0.7581533
15,9.848197076492353e-05,0.7317073170731707,0.7240627
16,0.00011255082373134118,0.7723577235772358,0.63083476
17,0.00011255082373134118,0.7886178861788617,0.510073
18,0.00016882623559701177,0.7886178861788617,0.36410755
19,0.00016882623559701177,0.7967479674796748,0.29895827
20,0.00022510164746268236,0.7967479674796748,0.23507607
21,0.00025323935339551765,0.7967479674796748,0.011030853
22,0.00025323935339551765,0.8048780487804879,0.010499239
23,0.00028137705932835297,0.8048780487804879,8.940697e-08
24,1.0,1.0,0.0
