,fpr,tpr,threshold
0,0.0,0.0,2.0
1,5.627541186567059e-05,0.4959349593495935,1.0
2,5.627541186567059e-05,0.5284552845528455,0.9999983
3,7.034426483208824e-05,0.5284552845528455,0.9999969
4,7.034426483208824e-05,0.5447154471544715,0.9999962
5,7.034426483208824e-05,0.5772357723577236,0.99997056
6,8.441311779850589e-05,0.5772357723577236,0.9999696
7,8.441311779850589e-05,0.6585365853658537,0.9918307
8,9.848197076492353e-05,0.6585365853658537,0.9868109
9,9.848197076492353e-05,0.6747967479674797,0.98097014
10,0.00011255082373134118,0.6747967479674797,0.9771329
11,0.00011255082373134118,0.7398373983739838,0.84065473
12,0.00012661967669775882,0.7398373983739838,0.82417667
13,0.00012661967669775882,0.7642276422764228,0.34550643
14,0.00019696394152984707,0.7723577235772358,0.28240544
15,0.00019696394152984707,0.7804878048780488,0.028930634
16,0.00021103279449626473,0.7804878048780488,0.0005147159
17,0.00021103279449626473,0.7886178861788617,8.34465e-07
18,0.00022510164746268236,0.7886178861788617,1.4901161e-07
19,1.0,1.0,0.0
