,fpr,tpr,threshold
0,0.0,0.0,2.0
1,4.2206558899252944e-05,0.4878048780487805,1.0
2,4.2206558899252944e-05,0.5284552845528455,0.99999833
3,5.627541186567059e-05,0.5284552845528455,0.9999972
4,5.627541186567059e-05,0.6097560975609756,0.9995886
5,7.034426483208824e-05,0.6097560975609756,0.9985919
6,7.034426483208824e-05,0.6666666666666666,0.98645055
7,8.441311779850589e-05,0.6666666666666666,0.9782169
8,8.441311779850589e-05,0.6829268292682927,0.9584428
9,9.848197076492353e-05,0.6829268292682927,0.95002043
10,9.848197076492353e-05,0.6910569105691057,0.94478196
11,0.00011255082373134118,0.6910569105691057,0.9217442
12,0.00011255082373134118,0.7154471544715447,0.61049694
13,0.00012661967669775882,0.7154471544715447,0.48472667
14,0.00012661967669775882,0.7235772357723578,0.35406643
15,0.00018289508856342943,0.7317073170731707,0.20028791
16,0.00018289508856342943,0.7560975609756098,5.841255e-06
17,0.00019696394152984707,0.7560975609756098,1.1026859e-06
18,1.0,1.0,0.0
