,fpr,tpr,threshold
0,0.0,0.0,2.0
1,0.00023917050042910002,0.7235772357723578,1.0
2,0.00025323935339551765,0.7235772357723578,0.9999999
3,0.00025323935339551765,0.7317073170731707,0.99999845
4,0.0002673082063619353,0.7398373983739838,0.9999981
5,0.00028137705932835297,0.7398373983739838,0.9999926
6,0.00028137705932835297,0.7479674796747967,0.9999909
7,0.00033765247119402355,0.7479674796747967,0.9996761
8,0.00033765247119402355,0.7560975609756098,0.9994757
9,0.00039392788305969413,0.7560975609756098,0.88108927
10,0.00039392788305969413,0.7642276422764228,0.8487112
11,0.0004502032949253647,0.7642276422764228,0.54334956
12,0.0004502032949253647,0.7723577235772358,0.51856303
13,0.000520547559757453,0.7723577235772358,0.043907702
14,0.000520547559757453,0.7804878048780488,0.04196015
15,0.0005346164127238706,0.7804878048780488,0.036376506
16,0.0005346164127238706,0.7886178861788617,0.011414349
17,0.0006753049423880471,0.7886178861788617,5.841255e-06
18,0.0006753049423880471,0.7967479674796748,2.592802e-06
19,0.0007315803542537177,0.7967479674796748,5.9604645e-08
20,0.0007315803542537177,0.8048780487804879,2.9802322e-08
21,1.0,1.0,0.0
