,iterations,auroc,auprc
0,100.0,0.934536368957156,0.8301242411639271
1,200.0,0.9063219134280567,0.8191536712233921
2,300.0,0.9022255895964607,0.7940121355364775
3,400.0,0.8981543723764592,0.7842052492542178
4,500.0,0.9022450343525932,0.7911246403817862
5,600.0,0.8696738668311007,0.7275216806218948
6,700.0,0.8616826439652571,0.7876248952017957
7,800.0,0.8860271355003256,0.7908879335732146
8,900.0,0.8575432557178735,0.7436416508353492
