,fpr,tpr,threshold
0,0.0,0.0,2.0
1,0.00037985903009327647,0.6910569105691057,1.0
2,0.00042206558899252945,0.6910569105691057,0.9999912
3,0.00042206558899252945,0.7073170731707317,0.9998845
4,0.0005064787067910353,0.7073170731707317,0.7641725
5,0.0005064787067910353,0.7235772357723578,0.04578653
6,0.000520547559757453,0.7235772357723578,0.039045185
7,0.000520547559757453,0.7317073170731707,0.029053062
8,0.0005627541186567059,0.7317073170731707,0.00023654103
9,0.0005627541186567059,0.7398373983739838,0.00019329786
10,0.0006893737953544648,0.7398373983739838,2.9802322e-08
11,1.0,1.0,0.0
