,fpr,tpr,threshold
0,0.0,0.0,2.0
1,0.00019696394152984707,0.7560975609756098,1.0
2,0.00019696394152984707,0.7642276422764228,0.9999992
3,0.00022510164746268236,0.7642276422764228,0.9996388
4,0.00022510164746268236,0.7886178861788617,0.11034992
5,0.0002673082063619353,0.7886178861788617,0.00017601252
6,0.0002673082063619353,0.7967479674796748,1.3828278e-05
7,0.00028137705932835297,0.7967479674796748,8.940697e-07
8,0.00028137705932835297,0.8048780487804879,1.7881393e-07
9,0.0002954459122947706,0.8048780487804879,8.940697e-08
10,1.0,1.0,0.0
