,fpr,tpr,threshold
0,0.0,0.0,2.0
1,9.848197076492353e-05,0.7235772357723578,1.0
2,0.00016882623559701177,0.7235772357723578,0.99980885
3,0.00016882623559701177,0.7317073170731707,0.9997429
4,0.00019696394152984707,0.7317073170731707,0.9708505
5,0.00019696394152984707,0.7479674796747967,0.9570485
6,0.00028137705932835297,0.7479674796747967,0.10228655
7,0.00028137705932835297,0.7560975609756098,0.088799655
8,0.0003235836182276059,0.7560975609756098,0.008961648
9,0.00037985903009327647,0.7723577235772358,0.007011503
10,0.00039392788305969413,0.7723577235772358,0.004641056
11,0.00039392788305969413,0.7886178861788617,0.001269728
12,0.0005908918245895413,0.7886178861788617,7.4505806e-07
13,0.0005908918245895413,0.7967479674796748,1.7881393e-07
14,0.0006190295305223765,0.7967479674796748,8.940697e-08
15,0.0006190295305223765,0.8048780487804879,5.9604645e-08
16,1.0,1.0,0.0
