,iterations,auroc,auprc
0,100.0,0.9143510535683587,0.8196077854050805
1,200.0,0.918537909896889,0.8321114420110862
2,300.0,0.9023141776177818,0.8295924478008153
3,400.0,0.9023235568530927,0.8329833669447081
4,500.0,0.8901562866555099,0.8314427915485229
5,600.0,0.9023274458043191,0.8309650438968244
6,700.0,0.8860739744864211,0.8172284997808896
7,800.0,0.9023241859481441,0.8288128837455566
8,900.0,0.906352281561899,0.8155273960474928
