,fpr,tpr,threshold
0,0.0,0.0,2.0
1,1.4068852966417647e-05,0.4146341463414634,1.0
2,1.4068852966417647e-05,0.42276422764227645,0.99999994
3,1.4068852966417647e-05,0.43902439024390244,0.9999999
4,1.4068852966417647e-05,0.5121951219512195,0.9999909
5,4.2206558899252944e-05,0.5121951219512195,0.99998546
6,4.2206558899252944e-05,0.6016260162601627,0.9998865
7,5.627541186567059e-05,0.6016260162601627,0.999854
8,5.627541186567059e-05,0.6910569105691057,0.9971556
9,7.034426483208824e-05,0.6910569105691057,0.9962566
10,7.034426483208824e-05,0.7073170731707317,0.99154985
11,8.441311779850589e-05,0.7073170731707317,0.9673481
12,8.441311779850589e-05,0.7804878048780488,0.6751299
13,0.00016882623559701177,0.8211382113821138,0.5313442
14,0.00023917050042910002,0.8211382113821138,2.9802322e-08
15,1.0,1.0,0.0
