,iterations,auroc,auprc
0,100.0,0.9145789575483227,0.8768518978028517
1,200.0,0.9145831896423046,0.877420119111342
2,300.0,0.910522152324043,0.8753604357395806
3,400.0,0.9023864091677679,0.8625929916979402
4,500.0,0.9064568829117997,0.872853170810217
5,600.0,0.9064520217227665,0.8664208539869618
6,700.0,0.9023785740748557,0.8598694259833656
7,800.0,0.8983253718495064,0.8632307668090571
8,900.0,0.9023675363162276,0.8532237903741136
