,fpr,tpr,threshold
0,0.0,0.0,2.0
1,4.2206558899252944e-05,0.5365853658536586,1.0
2,4.2206558899252944e-05,0.5691056910569106,0.99999774
3,5.627541186567059e-05,0.5691056910569106,0.9999969
4,5.627541186567059e-05,0.6747967479674797,0.995934
5,7.034426483208824e-05,0.6747967479674797,0.9657463
6,7.034426483208824e-05,0.7073170731707317,0.8250638
7,8.441311779850589e-05,0.7073170731707317,0.68374443
8,8.441311779850589e-05,0.7235772357723578,0.56646705
9,0.00016882623559701177,0.8130081300813008,0.5598258
10,0.00019696394152984707,0.8130081300813008,2.8759241e-05
11,1.0,1.0,0.0
