,fpr,tpr,threshold
0,0.0,0.0,2.0
1,0.0,0.25203252032520324,1.0
2,0.0,0.2601626016260163,0.99999994
3,0.0,0.2845528455284553,0.9999999
4,1.4068852966417647e-05,0.2845528455284553,0.99999976
5,1.4068852966417647e-05,0.3170731707317073,0.99999845
6,1.4068852966417647e-05,0.3333333333333333,0.9999975
7,1.4068852966417647e-05,0.45528455284552843,0.999918
8,2.8137705932835295e-05,0.45528455284552843,0.99990904
9,2.8137705932835295e-05,0.5609756097560976,0.9992125
10,4.2206558899252944e-05,0.5609756097560976,0.99884427
11,4.2206558899252944e-05,0.6260162601626016,0.9962225
12,5.627541186567059e-05,0.6260162601626016,0.9948107
13,5.627541186567059e-05,0.6341463414634146,0.99132365
14,7.034426483208824e-05,0.6341463414634146,0.9900298
15,7.034426483208824e-05,0.7317073170731707,0.8234937
16,8.441311779850589e-05,0.7317073170731707,0.80609596
17,8.441311779850589e-05,0.7560975609756098,0.70602226
18,0.00015475738263059412,0.7967479674796748,0.6245779
19,0.00016882623559701177,0.7967479674796748,0.37055036
20,0.00016882623559701177,0.8048780487804879,0.27326736
21,0.00021103279449626473,0.8048780487804879,0.01230827
22,0.00021103279449626473,0.8130081300813008,0.0025093853
23,0.00022510164746268236,0.8130081300813008,0.0005839169
24,0.00022510164746268236,0.8211382113821138,0.00013914704
25,0.00025323935339551765,0.8211382113821138,4.172325e-07
26,0.00025323935339551765,0.8292682926829268,3.5762787e-07
27,1.0,1.0,0.0
