,fpr,tpr,threshold
0,0.0,0.0,2.0
1,5.627541186567059e-05,0.6016260162601627,1.0
2,5.627541186567059e-05,0.6747967479674797,0.9999926
3,7.034426483208824e-05,0.6747967479674797,0.99997824
4,7.034426483208824e-05,0.6991869918699187,0.9998985
5,8.441311779850589e-05,0.6991869918699187,0.99974114
6,8.441311779850589e-05,0.7479674796747967,0.87360907
7,9.848197076492353e-05,0.7479674796747967,0.5999527
8,0.00016882623559701177,0.7967479674796748,0.55604196
9,0.00016882623559701177,0.8048780487804879,7.56979e-06
10,0.00018289508856342943,0.8048780487804879,2.9802322e-07
11,1.0,1.0,0.0
