,precision,recall,threshold
0,0.0017274795651807534,1.0,0.0
1,0.8828828828828829,0.7967479674796748,0.22279703617095947
2,0.8909090909090909,0.7967479674796748,0.4102155864238739
3,0.93,0.7560975609756098,0.5944659113883972
4,0.9393939393939394,0.7560975609756098,0.9947779178619385
5,0.9387755102040817,0.7479674796747967,0.9985331296920776
6,0.9381443298969072,0.7398373983739838,0.9999700784683228
7,0.9375,0.7317073170731707,0.9999855160713196
8,0.9368421052631579,0.7235772357723578,0.9999952912330627
9,0.9468085106382979,0.7235772357723578,0.9999954700469971
10,0.946236559139785,0.7154471544715447,0.9999969005584717
11,0.9565217391304348,0.7154471544715447,0.9999985098838806
12,0.9560439560439561,0.7073170731707317,0.9999985694885254
13,0.9555555555555556,0.6991869918699187,0.9999992251396179
14,0.9550561797752809,0.6910569105691057,0.9999998807907104
15,0.9540229885057471,0.6747967479674797,1.0
16,1.0,0.0,
