,fpr,tpr,threshold
0,0.0,0.0,1.9999999999801092
1,0.0,0.008130081300813009,0.9999999999801092
2,0.0,0.04065040650406504,0.9999999968154953
3,0.0,0.056910569105691054,0.999999995767682
4,0.0,0.18699186991869918,0.9999996992545431
5,0.0,0.2032520325203252,0.9999995857419888
6,0.0,0.21951219512195122,0.9999989932366945
7,2.8137705932835295e-05,0.21951219512195122,0.9999932488693227
8,2.8137705932835295e-05,0.24390243902439024,0.9998563281025677
9,4.2206558899252944e-05,0.24390243902439024,0.9998351025370942
10,4.2206558899252944e-05,0.25203252032520324,0.9997810271710825
11,5.627541186567059e-05,0.25203252032520324,0.9997543359923868
12,5.627541186567059e-05,0.3170731707317073,0.9983426483060424
13,7.034426483208824e-05,0.3170731707317073,0.9980500250624647
14,7.034426483208824e-05,0.34146341463414637,0.9954424505971358
15,8.441311779850589e-05,0.34146341463414637,0.9945517295343055
16,8.441311779850589e-05,0.43902439024390244,0.9776674218215539
17,9.848197076492353e-05,0.43902439024390244,0.973404969828078
18,9.848197076492353e-05,0.5203252032520326,0.8707056643348168
19,0.00011255082373134118,0.5203252032520326,0.8652407150434225
20,0.00011255082373134118,0.6178861788617886,0.6553227572541427
21,0.00012661967669775882,0.6178861788617886,0.6403563911249605
22,0.00012661967669775882,0.6341463414634146,0.599338327891474
23,0.00014068852966417648,0.6341463414634146,0.5198618083598409
24,0.00014068852966417648,0.6747967479674797,0.3739186990701618
25,0.00018289508856342943,0.6747967479674797,0.34173237382524574
26,0.00018289508856342943,0.6829268292682927,0.31138787851474486
27,0.00022510164746268236,0.6829268292682927,0.2892795286458019
28,0.00022510164746268236,0.7073170731707317,0.2793397462037364
29,0.00023917050042910002,0.7073170731707317,0.2771667908137604
30,0.00023917050042910002,0.7398373983739838,0.24943540707273426
31,0.00025323935339551765,0.7398373983739838,0.24238931414688192
32,0.00025323935339551765,0.8048780487804879,0.1470280578754296
33,0.0002954459122947706,0.8048780487804879,0.14403036985774884
34,0.00036579017712685887,0.8048780487804879,0.06361279274339837
35,0.00036579017712685887,0.8130081300813008,0.06065955666755652
36,0.0004502032949253647,0.8130081300813008,0.0504878123124906
37,0.0004502032949253647,0.8211382113821138,0.0484697711474048
38,0.000520547559757453,0.8211382113821138,0.04188703488995723
39,0.000520547559757453,0.8292682926829268,0.04063611872618768
40,0.0005627541186567059,0.8292682926829268,0.03854666608463924
41,0.0005908918245895413,0.8292682926829268,0.03754313053753452
42,0.0006471672364552118,0.8292682926829268,0.03545451548325212
43,0.0006471672364552118,0.8373983739837398,0.03396568389006687
44,0.0008722688839178942,0.8373983739837398,0.025690649321868878
45,0.0008722688839178942,0.8455284552845529,0.024440753723899533
46,0.0010270262665484883,0.8455284552845529,0.021066130775824223
47,0.0010270262665484883,0.8536585365853658,0.02053767365434668
48,0.001280265619944006,0.8536585365853658,0.015494914842055469
49,0.001280265619944006,0.8617886178861789,0.015100807144363657
50,0.0027715640343842765,0.8617886178861789,0.008753830568044303
51,0.0027715640343842765,0.8699186991869918,0.008723059359243534
52,0.004530170655186482,0.8699186991869918,0.006650030981050204
53,0.004530170655186482,0.8780487804878049,0.006646758716464243
54,0.010129574135820706,0.8780487804878049,0.004233489325061102
55,0.010129574135820706,0.8861788617886179,0.004223901718145737
56,0.016671590765204913,0.8861788617886179,0.003178211290907613
57,0.016671590765204913,0.8943089430894309,0.0031779028962850018
58,0.020245079418674997,0.8943089430894309,0.0028555643774484576
59,0.020245079418674997,0.9024390243902439,0.002855403514112234
60,0.021792653244980937,0.9024390243902439,0.00273765954628486
61,0.021792653244980937,0.9105691056910569,0.002737262131267903
62,0.029066250228618862,0.9105691056910569,0.0022559123577307535
63,0.029094387934551696,0.9105691056910569,0.002255794779204853
64,0.029572728935409895,0.9105691056910569,0.0022352113608072564
65,0.029572728935409895,0.9186991869918699,0.0022344884588364495
66,0.03598812588809634,0.9186991869918699,0.0019863731031679872
67,0.03601626359402918,0.9186991869918699,0.0019863320962507187
68,0.03621322753555903,0.9186991869918699,0.001975327021949494
69,0.03625543409445828,0.9186991869918699,0.0019752851216730052
70,0.039012929275876136,0.9186991869918699,0.0018797054082323802
71,0.039041066981808974,0.9186991869918699,0.0018795362748148302
72,0.040476089984383574,0.9186991869918699,0.0018403958398593527
73,0.04050422769031641,0.9186991869918699,0.0018396669136463131
74,0.04427468028531634,0.9186991869918699,0.001743479488265945
75,0.04427468028531634,0.926829268292683,0.0017434653181583675
76,0.04490777866880513,0.926829268292683,0.0017308713650167299
77,0.0449640540806708,0.926829268292683,0.0017305616668036295
78,0.04599108034721929,0.926829268292683,0.0017006245587767356
79,0.04601921805315213,0.926829268292683,0.0016996326467051967
80,0.04623025084764839,0.926829268292683,0.0016947989292656856
81,0.04625838855358123,0.926829268292683,0.0016927809219602278
82,0.05844201522249891,0.926829268292683,0.001449802220999923
83,0.05844201522249891,0.9349593495934959,0.001449418518206331
84,0.05944090378311456,0.9349593495934959,0.0014327754842303141
85,0.05948311034201382,0.9349593495934959,0.001432738590831857
86,0.07841978643481197,0.9349593495934959,0.0011777420014553318
87,0.07841978643481197,0.943089430894309,0.001177509233324734
88,0.08380815712094992,0.943089430894309,0.0011229636271564902
89,0.08383629482688276,0.943089430894309,0.0011228945797502033
90,0.0899281081613416,0.943089430894309,0.0010742449560430765
91,0.08995624586727444,0.943089430894309,0.0010739696984689063
92,0.09638571167292731,0.943089430894309,0.0010231988318747602
93,0.09641384937886015,0.943089430894309,0.0010231301187794285
94,0.09998733803233023,0.943089430894309,0.000996950027307128
95,0.09998733803233023,0.9512195121951219,0.0009968091889605852
96,0.10025464623869217,0.9512195121951219,0.000995970014708619
97,0.10028278394462499,0.9512195121951219,0.0009957258275918755
98,0.10561487921889728,0.9512195121951219,0.0009606221923988397
99,0.10564301692483012,0.9512195121951219,0.000960592802260233
100,0.10844271866514724,0.9512195121951219,0.0009414488307797012
