,precision,recall,threshold
0,0.003588098016336056,1.0,0.00025114220996619443
1,0.003559030310102395,0.991869918699187,0.00025115775800183297
2,0.003559134138514499,0.991869918699187,0.00025116233104557364
3,0.0035592379729848,0.991869918699187,0.00025117840604992205
4,0.003559341813513829,0.991869918699187,0.00025118599958133997
5,0.0035594456601021154,0.991869918699187,0.0002512168990271215
6,0.0035595495127501895,0.991869918699187,0.0002512228160870175
7,0.0035596533714585825,0.991869918699187,0.0002512294902958049
8,0.0035597572362278244,0.991869918699187,0.0002512407058359436
9,0.003559861107058446,0.991869918699187,0.0002512571796925081
10,0.0035599649839509777,0.991869918699187,0.0002512588851143176
11,0.00356006886690595,0.991869918699187,0.0002512741393241134
12,0.003560172755923894,0.991869918699187,0.00025128540029590267
13,0.0035602766510053406,0.991869918699187,0.00025132797192743207
14,0.00356038055215082,0.991869918699187,0.0002513291449734782
15,0.003560484459360864,0.991869918699187,0.0002513303233450041
16,0.0035605883726360027,0.991869918699187,0.00025134124257258873
17,0.003560692291976768,0.991869918699187,0.0002513416668433097
18,0.0035607962173836902,0.991869918699187,0.00025134952497995035
19,0.003560900148857301,0.991869918699187,0.00025135618025836335
20,0.003561004086398132,0.991869918699187,0.0002513616734983261
21,0.0035611080300067136,0.991869918699187,0.00025137518252086824
22,0.0035612119796835776,0.991869918699187,0.00025138717778742524
23,0.0035613159354292555,0.991869918699187,0.00025138872055294084
24,0.0035614198972442786,0.991869918699187,0.0002513919491873982
25,0.0035615238651291784,0.991869918699187,0.0002514101558947554
26,0.0035616278390844863,0.991869918699187,0.00025141630388521004
27,0.003561731819110735,0.991869918699187,0.0002514209686272712
28,0.0035618358052084548,0.991869918699187,0.0002514266217835938
29,0.0035619397973781788,0.991869918699187,0.000251442724779193
30,0.003562043795620438,0.991869918699187,0.0002514485040714487
31,0.0035621477999357646,0.991869918699187,0.0002514657515451614
32,0.0035622518103246904,0.991869918699187,0.0002514891798412818
33,0.0035623558267877478,0.991869918699187,0.0002515089439045156
34,0.0035624598493254685,0.991869918699187,0.0002515118223009436
35,0.003562563877938385,0.991869918699187,0.00025151937532663307
36,0.0035626679126270298,0.991869918699187,0.00025152253734904586
37,0.003562771953391934,0.991869918699187,0.00025153532202453816
38,0.0035628760002336312,0.991869918699187,0.00025154523825239377
39,0.003562980053152653,0.991869918699187,0.000251546241750216
40,0.0035630841121495325,0.991869918699187,0.000251549932081126
41,0.0035631881772248022,0.991869918699187,0.00025155733308203013
42,0.003563292248378994,0.991869918699187,0.00025156000707931767
43,0.0035633963256126414,0.991869918699187,0.00025157090870715293
44,0.0035635004089262763,0.991869918699187,0.0002515752128082549
45,0.0035636044983204324,0.991869918699187,0.00025157853837989467
46,0.0035637085937956416,0.991869918699187,0.00025158863133834436
47,0.0035638126953524375,0.991869918699187,0.0002516255334599285
48,0.003563916802991353,0.991869918699187,0.0002516392878857798
49,0.003564020916712921,0.991869918699187,0.0002516685742187712
50,0.0035641250365176748,0.991869918699187,0.0002516698011492925
51,0.003564229162406147,0.991869918699187,0.00025167348938734055
52,0.003564333294378871,0.991869918699187,0.0002516778120160409
53,0.0035644374324363807,0.991869918699187,0.0002516855991053304
54,0.003564541576579209,0.991869918699187,0.00025168688669092233
55,0.003564645726807889,0.991869918699187,0.00025170198327010857
56,0.003564749883122955,0.991869918699187,0.0002517032192958945
57,0.0035648540455249394,0.991869918699187,0.0002517041752103054
58,0.0035649582140143765,0.991869918699187,0.00025171260360222616
59,0.0035650623885918,0.991869918699187,0.00025171750579977537
60,0.003565166569257744,0.991869918699187,0.0002517376409285766
61,0.0035652707560127413,0.991869918699187,0.000251743379583317
62,0.0035653749488573265,0.991869918699187,0.0002517478706700766
63,0.0035654791477920333,0.991869918699187,0.00025174831176760386
64,0.0035655833528173953,0.991869918699187,0.0002517595982739033
65,0.003565687563933947,0.991869918699187,0.000251769038586568
66,0.0035657917811422225,0.991869918699187,0.0002517717414675656
67,0.003565896004442756,0.991869918699187,0.0002517811855703234
68,0.003566000233836081,0.991869918699187,0.0002518085301613585
69,0.0035661044693227326,0.991869918699187,0.0002518177641889231
70,0.0035662087109032447,0.991869918699187,0.00025182493326186465
71,0.003566312958578152,0.991869918699187,0.0002518311984090846
72,0.0035664172123479887,0.991869918699187,0.00025183251329557093
73,0.0035665214722132898,0.991869918699187,0.00025183838042211866
74,0.003566625738174589,0.991869918699187,0.00025184926852045013
75,0.0035667300102324223,0.991869918699187,0.00025185076349504157
76,0.003566834288387323,0.991869918699187,0.00025186743298512374
77,0.003566938572639827,0.991869918699187,0.0002518807169022867
78,0.0035670428629904685,0.991869918699187,0.0002518817041405126
79,0.0035671471594397827,0.991869918699187,0.00025189769946342994
80,0.003567251461988304,0.991869918699187,0.00025190626719346585
81,0.0035673557706365684,0.991869918699187,0.0002519091365895973
82,0.00356746008538511,0.991869918699187,0.0002519152225524172
83,0.003567564406234465,0.991869918699187,0.00025194345423835025
84,0.003567668733185168,0.991869918699187,0.0002519435661714983
85,0.003567773066237754,0.991869918699187,0.0002519475362066283
86,0.003567877405392759,0.991869918699187,0.0002519528401606835
87,0.003567981750650718,0.991869918699187,0.0002519701484764407
88,0.0035680861020121668,0.991869918699187,0.00025197904274783353
89,0.00356819045947764,0.991869918699187,0.00025198140739139907
90,0.003568294823047675,0.991869918699187,0.0002519917966073439
91,0.0035683991927228055,0.991869918699187,0.00025201284911245165
92,0.0035685035685035687,0.991869918699187,0.0002520241946032035
93,0.0035686079503904995,0.991869918699187,0.0002520581030209811
94,0.003568712338384134,0.991869918699187,0.0002520585882664564
95,0.0035688167324850082,0.991869918699187,0.0002520621780463825
96,0.003568921132693658,0.991869918699187,0.00025206260329339186
97,0.003569025539010619,0.991869918699187,0.00025206375017841886
98,0.0035691299514364287,0.991869918699187,0.0002520811150175396
99,0.0035692343699716216,0.991869918699187,0.0002520838373204337
100,0.003569338794616735,0.991869918699187,0.00025209272758299725
101,0.0035694432253723044,0.991869918699187,0.00025209349428583654
102,0.003569547662238867,0.991869918699187,0.0002521174957942077
103,0.003569652105216959,0.991869918699187,0.000252124461253713
104,0.003569756554307116,0.991869918699187,0.00025213524713728233
105,0.0035698610095098757,0.991869918699187,0.0002521708675940109
106,0.003569965470825774,0.991869918699187,0.0002521851897506902
107,0.003570069938255348,0.991869918699187,0.0002521929277737524
108,0.0035701744117991336,0.991869918699187,0.00025219502955324693
109,0.0035702788914576686,0.991869918699187,0.0002521983933694218
110,0.0035703833772314894,0.991869918699187,0.00025219872430402195
111,0.0035704878691211334,0.991869918699187,0.000252232717516515
112,0.0035705923671271365,0.991869918699187,0.0002522361024483158
113,0.0035706968712500365,0.991869918699187,0.0002522462999695488
114,0.0035708013814903707,0.991869918699187,0.0002522522188273705
115,0.0035709058978486757,0.991869918699187,0.0002522569536116835
116,0.0035710104203254887,0.991869918699187,0.00025226576162889553
117,0.0035711149489213475,0.991869918699187,0.0002522904632610364
118,0.0035712194836367895,0.991869918699187,0.00025229723975693177
119,0.0035713240244723515,0.991869918699187,0.00025230353701846724
120,0.0035714285714285713,0.991869918699187,0.0002523185055378204
121,0.0035715331245059867,0.991869918699187,0.00025234110204487586
122,0.003571637683705135,0.991869918699187,0.0002523425892807645
123,0.003571742249026554,0.991869918699187,0.0002523495025874709
124,0.003571846820470781,0.991869918699187,0.0002523547041838926
125,0.0035719513980383547,0.991869918699187,0.00025235690926024156
126,0.0035720559817298122,0.991869918699187,0.000252357426454788
127,0.0035721605715456914,0.991869918699187,0.00025236452553825347
128,0.003572265167486531,0.991869918699187,0.0002523676865792369
129,0.003572369769552868,0.991869918699187,0.0002523680356534571
130,0.0035724743777452417,0.991869918699187,0.000252369815490692
131,0.0035725789920641893,0.991869918699187,0.00025238357354722063
132,0.0035726836125102497,0.991869918699187,0.00025238570914303665
133,0.0035727882390839604,0.991869918699187,0.0002524104608830087
134,0.0035728928717858608,0.991869918699187,0.0002524227180724098
135,0.0035729975106164884,0.991869918699187,0.0002524283118242582
136,0.0035731021555763824,0.991869918699187,0.0002524482547987178
137,0.003573206806666081,0.991869918699187,0.00025245145795174223
138,0.0035733114638861227,0.991869918699187,0.0002524522486688499
139,0.0035734161272370463,0.991869918699187,0.000252457417412732
140,0.0035735207967193907,0.991869918699187,0.0002524656887427857
141,0.0035736254723336947,0.991869918699187,0.00025249037102282186
142,0.003573730154080497,0.991869918699187,0.00025249445292749843
143,0.003573834841960336,0.991869918699187,0.000252499362489125
144,0.003573939535973752,0.991869918699187,0.0002525090749678645
145,0.0035740442361212833,0.991869918699187,0.00025251347566629373
146,0.0035741489424034687,0.991869918699187,0.0002525271354181314
147,0.003574253654820848,0.991869918699187,0.0002525560490328199
148,0.00357435837337396,0.991869918699187,0.0002525749480637182
149,0.0035744630980633443,0.991869918699187,0.0002525770039874372
150,0.00357456782888954,0.991869918699187,0.0002525811093636699
151,0.0035746725658530867,0.991869918699187,0.00025259241543787437
152,0.003574777308954524,0.991869918699187,0.00025259839518840916
153,0.0035748820581943917,0.991869918699187,0.00025260405634240966
154,0.003574986813573229,0.991869918699187,0.00025260504488488475
155,0.003575091575091575,0.991869918699187,0.00025262989157955973
156,0.003575196342749971,0.991869918699187,0.00025263571479507943
157,0.0035753011165489553,0.991869918699187,0.000252646289615967
158,0.0035754058964890686,0.991869918699187,0.00025265021666972447
159,0.0035755106825708506,0.991869918699187,0.0002526503858686635
